"switch" "arsenic" "dist" "dist100" "assoc" "educ" "educ4"
"1" 1 2.36 16.826000213623 0.16826000213623 0 0 0
"2" 1 0.71 47.3219985961914 0.473219985961914 0 0 0
"3" 0 2.07 20.9669990539551 0.209669990539551 0 10 2.5
"4" 1 1.15 21.4860000610352 0.214860000610352 0 12 3
"5" 1 1.96 32.5820007324219 0.325820007324219 1 12 3
"6" 1 1.1 40.8740005493164 0.408740005493164 1 14 3.5
"7" 1 1.41 47.3139991760254 0.473139991760254 1 0 0
"8" 1 3.9 69.5179977416992 0.695179977416992 1 9 2.25
"9" 1 2.97 80.7109985351562 0.807109985351563 1 4 1
"10" 1 3.24 55.1459999084473 0.551459999084473 0 10 2.5
"11" 1 3.28 52.6469993591309 0.526469993591309 1 0 0
"12" 1 2.52 75.0719985961914 0.750719985961914 1 0 0
"13" 1 3.13 29.7740001678467 0.297740001678467 1 5 1.25
"14" 1 3.94 30.5960006713867 0.305960006713867 0 0 0
"15" 1 3.04 34.5040016174316 0.345040016174316 0 0 0
"16" 1 2.91 63.8040008544922 0.638040008544922 1 0 0
"17" 1 3.21 73.6039962768555 0.736039962768555 1 0 0
"18" 1 1.35 44.6199989318848 0.446199989318848 1 0 0
"19" 1 1.7 67.6549987792969 0.676549987792969 1 0 0
"20" 1 1.8 80.6600036621094 0.806600036621094 1 7 1.75
"21" 1 1.44 52.181999206543 0.52181999206543 0 7 1.75
"22" 1 1.43 52.181999206543 0.52181999206543 1 7 1.75
"23" 1 2.33 50.5340003967285 0.505340003967285 1 0 0
"24" 1 2.83 31.4220008850098 0.314220008850098 0 10 2.5
"25" 1 1.79 33.0089988708496 0.330089988708496 1 7 1.75
"26" 1 2.54 37.8709983825684 0.378709983825684 0 0 0
"27" 1 2.25 48.3730010986328 0.483730010986328 1 5 1.25
"28" 1 2.42 47.3089981079102 0.473089981079102 0 0 0
"29" 1 2.07 54.0139999389648 0.540139999389648 0 0 0
"30" 1 1.62 67.7850036621094 0.677850036621094 0 8 2
"31" 1 2.34 81.1380004882812 0.811380004882812 1 8 2
"32" 1 3.49 95.4599990844727 0.954599990844727 0 10 2.5
"33" 1 3.08 93.0009994506836 0.930009994506836 1 3 0.75
"34" 1 2.13 114.417999267578 1.14417999267578 0 16 4
"35" 1 1.13 131.744995117188 1.31744995117187 1 10 2.5
"36" 1 0.93 157.628997802734 1.57628997802734 1 10 2.5
"37" 1 3.36 151.919998168945 1.51919998168945 1 10 2.5
"38" 1 1.49 107.69100189209 1.0769100189209 0 10 2.5
"39" 1 0.83 105.667999267578 1.05667999267578 0 10 2.5
"40" 1 2.06 98.7789993286133 0.987789993286133 1 0 0
"41" 1 1.37 105.625999450684 1.05625999450684 1 0 0
"42" 0 2.8 107.69100189209 1.0769100189209 0 0 0
"43" 0 0.81 107.69100189209 1.0769100189209 0 0 0
"44" 1 1.48 125.317001342773 1.25317001342773 1 3 0.75
"45" 0 1.92 107.69100189209 1.0769100189209 1 0 0
"46" 1 2.74 107.69100189209 1.0769100189209 0 10 2.5
"47" 1 2.49 107.69100189209 1.0769100189209 1 0 0
"48" 0 3.95 107.69100189209 1.0769100189209 0 0 0
"49" 1 2.75 107.69100189209 1.0769100189209 0 0 0
"50" 1 2.91 54.5699996948242 0.545699996948242 0 0 0
"51" 1 0.83 54.5699996948242 0.545699996948242 0 0 0
"52" 1 3.67 54.5699996948242 0.545699996948242 1 5 1.25
"53" 1 2.9 54.5699996948242 0.545699996948242 0 0 0
"54" 1 0.78 54.5699996948242 0.545699996948242 1 10 2.5
"55" 1 3.4 54.5699996948242 0.545699996948242 1 7 1.75
"56" 1 2.67 72.5410003662109 0.725410003662109 1 0 0
"57" 0 2.52 3.61800003051758 0.0361800003051758 1 5 1.25
"58" 1 2.48 58.1669998168945 0.581669998168945 0 0 0
"59" 1 4.47 72.3460006713867 0.723460006713867 0 8 2
"60" 1 1.52 40.318000793457 0.40318000793457 0 0 0
"61" 1 1.8 67.2190017700195 0.672190017700195 0 0 0
"62" 0 0.51 99.0130004882812 0.990130004882813 0 0 0
"63" 0 0.2 111.63500213623 1.1163500213623 1 5 1.25
"64" 1 0.64 115.91300201416 1.1591300201416 1 0 0
"65" 1 0.71 127.098999023438 1.27098999023438 1 12 3
"66" 0 0.41 82.5739974975586 0.825739974975586 0 0 0
"67" 0 0.05 80.6129989624023 0.806129989624023 0 0 0
"68" 0 0.16 174.811996459961 1.74811996459961 1 0 0
"69" 0 0.3 139.923004150391 1.39923004150391 0 5 1.25
"70" 0 0.35 101.147003173828 1.01147003173828 1 9 2.25
"71" 0 0.21 98.2630004882812 0.982630004882812 1 9 2.25
"72" 1 0.46 70.2939987182617 0.702939987182617 1 5 1.25
"73" 1 1.01 71.7990036010742 0.717990036010742 1 5 1.25
"74" 0 0.28 128.134994506836 1.28134994506836 0 10 2.5
"75" 1 0.74 141.535995483398 1.41535995483398 0 8 2
"76" 1 1.81 84.6460037231445 0.846460037231445 1 0 0
"77" 1 2.69 65.931999206543 0.65931999206543 0 0 0
"78" 1 4.85 67.9400024414062 0.679400024414063 1 0 0
"79" 1 3.18 64.697998046875 0.64697998046875 0 6 1.5
"80" 1 5.06 62.6349983215332 0.626349983215332 1 10 2.5
"81" 1 2.69 47.9090003967285 0.479090003967285 0 10 2.5
"82" 1 0.57 24.0030002593994 0.240030002593994 0 12 3
"83" 0 0.33 23.3090000152588 0.233090000152588 1 6 1.5
"84" 0 0.16 10.2340002059937 0.102340002059937 1 5 1.25
"85" 1 0.05 13.1199998855591 0.131199998855591 1 10 2.5
"86" 0 0.05 2.28699994087219 0.0228699994087219 1 4 1
"87" 0 0.11 5.18900012969971 0.0518900012969971 0 9 2.25
"88" 0 0.05 7.39499998092651 0.0739499998092651 0 10 2.5
"89" 1 0.12 4.28399991989136 0.0428399991989136 0 10 2.5
"90" 0 0.13 8.0019998550415 0.080019998550415 0 5 1.25
"91" 0 0.08 10.3669996261597 0.103669996261597 1 0 0
"92" 0 0.05 20.4099998474121 0.204099998474121 1 10 2.5
"93" 1 4.55 17.9820003509521 0.179820003509521 0 7 1.75
"94" 0 3.91 11.1470003128052 0.111470003128052 1 6 1.5
"95" 0 0.32 35.0449981689453 0.350449981689453 0 5 1.25
"96" 1 0.89 39.9770011901855 0.399770011901855 1 5 1.25
"97" 0 1 69.1309967041016 0.691309967041016 0 0 0
"98" 1 0.95 37.6529998779297 0.376529998779297 1 0 0
"99" 0 0.05 21.8929996490479 0.218929996490479 1 4 1
"100" 1 3.55 32.0709991455078 0.320709991455078 1 7 1.75
"101" 1 4.52 19.0839996337891 0.190839996337891 0 5 1.25
"102" 0 0.05 12.4309997558594 0.124309997558594 1 8 2
"103" 0 0.05 25.1480007171631 0.251480007171631 1 0 0
"104" 1 4.76 23.9120006561279 0.239120006561279 0 0 0
"105" 1 1.99 28.5599994659424 0.285599994659424 1 5 1.25
"106" 0 2.85 21.9650001525879 0.219650001525879 0 0 0
"107" 1 8.04 79.9629974365234 0.799629974365234 0 5 1.25
"108" 0 0.81 91.0070037841797 0.910070037841797 0 0 0
"109" 0 0.25 7.37099981307983 0.0737099981307983 1 5 1.25
"110" 1 2.85 26.5130004882812 0.265130004882813 1 8 2
"111" 1 2.18 23.3239994049072 0.233239994049072 0 3 0.75
"112" 1 4.23 31.5919990539551 0.315919990539551 0 5 1.25
"113" 0 0.05 32.064998626709 0.32064998626709 1 10 2.5
"114" 1 2.47 27.2770004272461 0.272770004272461 1 10 2.5
"115" 0 0.08 28.5499992370605 0.285499992370605 1 10 2.5
"116" 0 0.25 43.9169998168945 0.439169998168945 1 7 1.75
"117" 0 0.05 33.7529983520508 0.337529983520508 0 12 3
"118" 0 0.05 29.7840003967285 0.297840003967285 0 0 0
"119" 1 1.92 31.3239994049072 0.313239994049072 1 0 0
"120" 1 1.63 38.8489990234375 0.388489990234375 0 8 2
"121" 1 1.63 20.9060001373291 0.209060001373291 1 4 1
"122" 1 5.45 9.12600040435791 0.0912600040435791 1 0 0
"123" 0 0.05 14.5129995346069 0.145129995346069 1 7 1.75
"124" 0 1.57 19.3819999694824 0.193819999694824 0 8 2
"125" 1 1.94 12.4610004425049 0.124610004425049 0 8 2
"126" 0 0.47 19.4379997253418 0.194379997253418 1 10 2.5
"127" 0 0.14 14.4399995803833 0.144399995803833 1 6 1.5
"128" 0 0.21 19.2210006713867 0.192210006713867 0 10 2.5
"129" 0 0.05 19.181999206543 0.19181999206543 0 0 0
"130" 0 0.19 13.3559999465942 0.133559999465942 0 8 2
"131" 0 0.05 8.52700042724609 0.0852700042724609 0 12 3
"132" 0 0.05 13.6120004653931 0.136120004653931 0 10 2.5
"133" 0 0.09 18.8819999694824 0.188819999694824 0 11 2.75
"134" 0 0.05 20.2630004882812 0.202630004882812 1 0 0
"135" 0 0.05 23.8780002593994 0.238780002593994 1 10 2.5
"136" 1 0.05 21.2250003814697 0.212250003814697 1 0 0
"137" 1 0.18 3.08200001716614 0.0308200001716614 0 0 0
"138" 1 0.3 9.44200038909912 0.0944200038909912 0 0 0
"139" 0 0.05 30.9909992218018 0.309909992218018 0 10 2.5
"140" NA 0.05 0 0 NA NA NA
"141" 0 0.17 16.1639995574951 0.161639995574951 1 0 0
"142" 0 0.26 20.2250003814697 0.202250003814697 1 5 1.25
"143" 0 0.24 11.3509998321533 0.113509998321533 0 3 0.75
"144" 0 0.23 1.92200005054474 0.0192200005054474 1 2 0.5
"145" 0 0.08 26.3190002441406 0.263190002441406 1 0 0
"146" 1 0.06 14.2370004653931 0.142370004653931 1 0 0
"147" 0 0.1 7.0310001373291 0.070310001373291 0 9 2.25
"148" 1 0.05 10.0270004272461 0.100270004272461 1 0 0
"149" 0 0.09 12.164999961853 0.12164999961853 0 4 1
"150" 0 0.34 23.4489994049072 0.234489994049072 0 5 1.25
"151" 0 0.05 21.7089996337891 0.217089996337891 0 5 1.25
"152" 0 0.05 11.6820001602173 0.116820001602173 1 0 0
"153" 0 0.17 16.6469993591309 0.166469993591309 1 0 0
"154" 0 0.28 8.48099994659424 0.0848099994659424 0 0 0
"155" 1 0.15 16.6550006866455 0.166550006866455 0 7 1.75
"156" 1 0.12 17.4120006561279 0.174120006561279 1 6 1.5
"157" 0 0.05 15.4250001907349 0.154250001907349 1 0 0
"158" 1 0.15 12.0719995498657 0.120719995498657 0 6 1.5
"159" 1 0.09 12.5979995727539 0.125979995727539 1 5 1.25
"160" 1 0.24 14.4270000457764 0.144270000457764 1 10 2.5
"161" 0 0.05 26.2310009002686 0.262310009002686 0 8 2
"162" 1 0.05 31.9729995727539 0.319729995727539 0 14 3.5
"163" 0 0.24 33.5950012207031 0.335950012207031 1 0 0
"164" 0 0.05 22.9580001831055 0.229580001831055 1 8 2
"165" 1 0.27 5.78599977493286 0.0578599977493286 0 14 3.5
"166" 1 0.34 23.0629997253418 0.230629997253418 0 14 3.5
"167" 0 0.14 13.5229997634888 0.135229997634888 0 3 0.75
"168" 0 0.29 8.87100028991699 0.0887100028991699 1 0 0
"169" 0 0.46 15.3299999237061 0.153299999237061 1 0 0
"170" 0 0.18 6.52799987792969 0.0652799987792969 0 0 0
"171" 0 0.11 16.9060001373291 0.169060001373291 1 5 1.25
"172" 1 1.58 14.9370002746582 0.149370002746582 0 0 0
"173" 0 0.39 17.7430000305176 0.177430000305176 0 5 1.25
"174" 1 0.67 13.2189998626709 0.132189998626709 1 5 1.25
"175" 0 0.5 5.88399982452393 0.0588399982452393 1 5 1.25
"176" 1 1.4 6.82999992370605 0.0682999992370606 0 5 1.25
"177" 1 0.19 19.2709999084473 0.192709999084473 0 10 2.5
"178" 0 0.39 17.9850006103516 0.179850006103516 0 5 1.25
"179" 0 0.29 19.5629997253418 0.195629997253418 1 1 0.25
"180" 1 0.32 12.2779998779297 0.122779998779297 1 1 0.25
"181" 0 0.5 32.5589981079102 0.325589981079102 0 0 0
"182" 0 1.18 30.4060001373291 0.304060001373291 1 3 0.75
"183" 0 0.77 18.5510005950928 0.185510005950928 1 5 1.25
"184" 0 0.77 24.8290004730225 0.248290004730225 0 0 0
"185" 0 0.48 32.3219985961914 0.323219985961914 0 3 0.75
"186" 1 0.64 39.8819999694824 0.398819999694824 0 3 0.75
"187" 1 0.48 26.8700008392334 0.268700008392334 1 0 0
"188" 1 0.73 17.8110008239746 0.178110008239746 0 0 0
"189" 1 3.57 12.3009996414185 0.123009996414185 0 12 3
"190" 0 0.23 21.6529998779297 0.216529998779297 0 12 3
"191" 0 0.14 10.9010000228882 0.109010000228882 0 0 0
"192" 1 1.44 28.6709995269775 0.286709995269775 0 12 3
"193" 0 0.43 12.1999998092651 0.121999998092651 0 12 3
"194" 0 0.05 16.492000579834 0.16492000579834 0 5 1.25
"195" 0 0.05 12.753999710083 0.12753999710083 1 5 1.25
"196" 0 0.05 11.3109998703003 0.113109998703003 0 5 1.25
"197" 0 0.77 20.871000289917 0.20871000289917 1 5 1.25
"198" 1 0.06 2.60800004005432 0.0260800004005432 0 5 1.25
"199" 1 0.43 7.97200012207031 0.0797200012207031 0 5 1.25
"200" 1 0.77 20.1200008392334 0.201200008392334 1 0 0
"201" 0 0.73 13.4940004348755 0.134940004348755 1 5 1.25
"202" 0 0.05 9.91600036621094 0.0991600036621094 1 5 1.25
"203" 0 0.34 7.29400014877319 0.0729400014877319 1 0 0
"204" 0 0.09 1.16999995708466 0.0116999995708466 0 9 2.25
"205" 0 0.05 7.26800012588501 0.0726800012588501 0 5 1.25
"206" 1 1.9 19.1919994354248 0.191919994354248 0 0 0
"207" 0 0.72 28.6459999084473 0.286459999084473 0 8 2
"208" 0 0.88 16.1660003662109 0.161660003662109 0 0 0
"209" 0 1.04 27.42799949646 0.2742799949646 0 5 1.25
"210" 0 0.05 18.7299995422363 0.187299995422363 0 8 2
"211" 0 0.24 9.4980001449585 0.094980001449585 1 6 1.5
"212" 0 0.24 13.5329999923706 0.135329999923706 0 0 0
"213" 0 0.24 21.0729999542236 0.210729999542236 0 0 0
"214" 0 0.05 11.6639995574951 0.116639995574951 0 10 2.5
"215" 0 0.05 17.6000003814697 0.176000003814697 0 5 1.25
"216" 1 0.05 18.2250003814697 0.182250003814697 1 0 0
"217" 1 0.93 21.25 0.2125 0 5 1.25
"218" 0 1.21 15.83899974823 0.1583899974823 1 0 0
"219" 1 1.44 14.4180002212524 0.144180002212524 1 5 1.25
"220" 0 0.48 17.2600002288818 0.172600002288818 1 0 0
"221" 0 0.5 22.2730007171631 0.222730007171631 1 0 0
"222" 1 0.47 17.3910007476807 0.173910007476807 0 5 1.25
"223" 0 0.64 29.2779998779297 0.292779998779297 1 14 3.5
"224" 0 0.8 43.9440002441406 0.439440002441406 1 14 3.5
"225" 1 1.93 20.2299995422363 0.202299995422363 0 0 0
"226" 0 0.15 36.9519996643066 0.369519996643066 0 0 0
"227" 0 0.56 50.0919990539551 0.500919990539551 0 5 1.25
"228" 1 0.84 57.1049995422363 0.571049995422363 1 0 0
"229" 0 1.32 66.879997253418 0.66879997253418 0 5 1.25
"230" 0 0.52 69.4820022583008 0.694820022583008 0 3 0.75
"231" 0 1.19 48.7080001831055 0.487080001831055 1 5 1.25
"232" 0 1.18 22.6359996795654 0.226359996795654 1 12 3
"233" 0 1.26 10.1230001449585 0.101230001449585 0 5 1.25
"234" 0 0.88 42.8279991149902 0.428279991149902 0 8 2
"235" 0 3.16 21.0890007019043 0.210890007019043 0 5 1.25
"236" 0 2.12 47.5340003967285 0.475340003967285 0 5 1.25
"237" 1 0.76 15.7119998931885 0.157119998931885 0 5 1.25
"238" 1 0.5 13.1990003585815 0.131990003585815 0 5 1.25
"239" 0 0.56 12.1850004196167 0.121850004196167 0 5 1.25
"240" 0 0.41 12.7700004577637 0.127700004577637 0 5 1.25
"241" 0 0.29 7.80900001525879 0.0780900001525879 0 10 2.5
"242" 0 0.62 23.5590000152588 0.235590000152588 0 0 0
"243" 1 0.11 28.1919994354248 0.281919994354248 0 5 1.25
"244" 1 1.03 1.84800004959106 0.0184800004959106 0 5 1.25
"245" 1 0.31 23.326000213623 0.23326000213623 0 10 2.5
"246" 0 0.78 90.9209976196289 0.909209976196289 0 5 1.25
"247" 0 1.02 93.8280029296875 0.938280029296875 1 5 1.25
"248" 0 0.65 82.1060028076172 0.821060028076172 1 9 2.25
"249" 1 2.29 46.9560012817383 0.469560012817383 1 3 0.75
"250" 0 0.05 45.060001373291 0.45060001373291 1 3 0.75
"251" 1 1.6 24.2099990844727 0.242099990844727 1 4 1
"252" 0 0.35 5.59200000762939 0.0559200000762939 0 10 2.5
"253" 1 0.5 14.9320001602173 0.149320001602173 0 5 1.25
"254" 1 0.82 43.2900009155273 0.432900009155273 0 5 1.25
"255" 1 1.44 25.1469993591309 0.251469993591309 0 10 2.5
"256" 0 0.16 37.8219985961914 0.378219985961914 0 10 2.5
"257" 0 0.35 10.5710000991821 0.105710000991821 0 0 0
"258" 0 0.22 23.6110000610352 0.236110000610352 1 5 1.25
"259" 1 0.97 14.6040000915527 0.146040000915527 0 0 0
"260" 0 0.1 20.1520004272461 0.201520004272461 1 8 2
"261" 0 0.89 1.40100002288818 0.0140100002288818 0 8 2
"262" 1 1.39 8.21000003814697 0.0821000003814697 0 12 3
"263" 1 0.83 18.8680000305176 0.188680000305176 0 0 0
"264" 0 0.42 20.1299991607666 0.201299991607666 0 0 0
"265" 1 0.6 32.5149993896484 0.325149993896484 0 5 1.25
"266" 1 0.57 23.4009990692139 0.234009990692139 0 0 0
"267" 0 0.26 26.2180004119873 0.262180004119873 0 9 2.25
"268" 1 1.47 18.5319995880127 0.185319995880127 1 9 2.25
"269" 1 0.29 4.83500003814697 0.0483500003814697 1 5 1.25
"270" 1 1.11 36.2869987487793 0.362869987487793 0 10 2.5
"271" 1 2.38 40.4980010986328 0.404980010986328 0 12 3
"272" 0 0.1 30.1809997558594 0.301809997558594 0 5 1.25
"273" 0 3.97 90.5709991455078 0.905709991455078 0 0 0
"274" 1 3.51 115.157997131348 1.15157997131348 1 3 0.75
"275" 0 3.69 112.762001037598 1.12762001037598 1 0 0
"276" 1 2.95 93.4309997558594 0.934309997558594 1 0 0
"277" 0 3.21 97.2170028686523 0.972170028686523 0 0 0
"278" 1 3.65 88.3450012207031 0.883450012207031 1 0 0
"279" 1 4.42 41.1040000915527 0.411040000915527 1 5 1.25
"280" 1 4.12 46.2400016784668 0.462400016784668 0 3 0.75
"281" 1 3.62 65.3539962768555 0.653539962768555 1 3 0.75
"282" 1 3.8 43.7350006103516 0.437350006103516 1 2 0.5
"283" 1 4.46 61.5709991455078 0.615709991455078 0 5 1.25
"284" 1 4.03 62.9900016784668 0.629900016784668 1 2 0.5
"285" 1 4.04 78.4150009155273 0.784150009155273 1 0 0
"286" 1 3.32 63.5019989013672 0.635019989013672 0 5 1.25
"287" 0 2.07 69.2689971923828 0.692689971923828 1 5 1.25
"288" 1 1.43 57.9290008544922 0.579290008544922 1 6 1.5
"289" 1 2.3 85.3870010375977 0.853870010375977 0 5 1.25
"290" 1 1.41 110.609001159668 1.10609001159668 0 5 1.25
"291" 1 2.34 111.48999786377 1.1148999786377 1 0 0
"292" 1 1.5 176.197006225586 1.76197006225586 0 0 0
"293" 0 1.44 172.108001708984 1.72108001708984 0 0 0
"294" 0 1.54 177.802993774414 1.77802993774414 0 0 0
"295" 1 1.35 22.6709995269775 0.226709995269775 1 0 0
"296" 0 0.05 6.69099998474121 0.0669099998474121 0 0 0
"297" 1 0.05 3.25200009346008 0.0325200009346008 1 0 0
"298" 1 0.54 27.8810005187988 0.278810005187988 1 5 1.25
"299" 1 1.17 19.2600002288818 0.192600002288818 0 8 2
"300" 1 0.05 30.431999206543 0.30431999206543 1 0 0
"301" 1 0.11 18.0279998779297 0.180279998779297 1 9 2.25
"302" 0 0.05 6.68300008773804 0.0668300008773804 0 5 1.25
"303" 0 0.32 29.6070003509521 0.296070003509522 1 5 1.25
"304" 0 0.05 21.6200008392334 0.216200008392334 0 5 1.25
"305" 0 0.05 0.151999995112419 0.00151999995112419 0 5 1.25
"306" 0 0.16 13.4440002441406 0.134440002441406 0 9 2.25
"307" 1 0.05 20.9680004119873 0.209680004119873 1 10 2.5
"308" 0 0.05 20.9699993133545 0.209699993133545 0 8 2
"309" 0 0.05 9.75500011444092 0.0975500011444092 0 0 0
"310" 1 0.05 6.44299983978271 0.0644299983978271 1 7 1.75
"311" 0 0.25 15.1090002059937 0.151090002059937 0 0 0
"312" 0 0.05 20.2280006408691 0.202280006408691 0 0 0
"313" 0 0.23 12.7040004730225 0.127040004730225 0 0 0
"314" 0 0.36 52.9090003967285 0.529090003967285 0 0 0
"315" 0 0.45 69.9550018310547 0.699550018310547 0 0 0
"316" 0 1.02 24.5 0.245 0 0 0
"317" 1 1.11 6.63299989700317 0.0663299989700317 0 5 1.25
"318" 0 0.49 16.0240001678467 0.160240001678467 0 0 0
"319" 0 0.21 15.6370000839233 0.156370000839233 1 0 0
"320" 0 0.37 20.5359992980957 0.205359992980957 0 5 1.25
"321" 0 0.52 7.04099988937378 0.0704099988937378 0 10 2.5
"322" 0 0.56 30.3139991760254 0.303139991760254 1 8 2
"323" 0 0.34 14.2430000305176 0.142430000305176 1 6 1.5
"324" 0 0.29 24.3910007476807 0.243910007476807 1 6 1.5
"325" 0 0.27 21.2099990844727 0.212099990844727 0 5 1.25
"326" 0 0.29 22.261999130249 0.22261999130249 1 5 1.25
"327" 0 0.17 38.1889991760254 0.381889991760254 0 10 2.5
"328" 0 0.44 11.5030002593994 0.115030002593994 0 0 0
"329" 0 0.05 28.8099994659424 0.288099994659424 0 10 2.5
"330" 1 0.05 33.1080017089844 0.331080017089844 0 10 2.5
"331" 1 1.69 29.9220008850098 0.299220008850098 0 10 2.5
"332" 0 0.47 20.0200004577637 0.200200004577637 0 0 0
"333" 1 0.61 21.9790000915527 0.219790000915527 1 0 0
"334" 0 0.42 12.4899997711182 0.124899997711182 0 9 2.25
"335" 1 2.17 10.4580001831055 0.104580001831055 1 5 1.25
"336" 0 0.48 21.1469993591309 0.211469993591309 0 0 0
"337" 1 0.77 2.02900004386902 0.0202900004386902 0 0 0
"338" 0 0.61 74.9990005493164 0.749990005493164 0 5 1.25
"339" 1 0.96 81.9710006713867 0.819710006713867 1 3 0.75
"340" 1 0.94 92.1760025024414 0.921760025024414 1 5 1.25
"341" 1 0.93 106.608001708984 1.06608001708984 1 3 0.75
"342" 0 1.02 103.060997009277 1.03060997009277 1 4 1
"343" 0 1.24 86.6050033569336 0.866050033569336 0 0 0
"344" 0 1.42 110.561996459961 1.10561996459961 0 5 1.25
"345" 0 1.31 122.325996398926 1.22325996398926 0 5 1.25
"346" 0 0.83 122.018997192383 1.22018997192383 0 0 0
"347" 0 2.64 57.632999420166 0.57632999420166 1 2 0.5
"348" 0 1.84 39.5960006713867 0.395960006713867 0 5 1.25
"349" 0 2.48 39.515998840332 0.39515998840332 0 0 0
"350" 0 1.27 21.5550003051758 0.215550003051758 0 10 2.5
"351" 1 0.25 21.0610008239746 0.210610008239746 1 0 0
"352" 0 0.69 51.7480010986328 0.517480010986328 0 0 0
"353" 0 0.05 28.8020000457764 0.288020000457764 0 0 0
"354" 1 0.61 13.5209999084473 0.135209999084473 1 5 1.25
"355" 0 0.5 7.13600015640259 0.0713600015640259 1 0 0
"356" 1 0.2 20.3959999084473 0.203959999084473 0 8 2
"357" 0 0.89 31.4540004730225 0.314540004730225 0 5 1.25
"358" 0 0.85 17.5480003356934 0.175480003356934 0 12 3
"359" 0 0.49 14.835000038147 0.14835000038147 0 5 1.25
"360" 0 0.29 33.742000579834 0.33742000579834 0 9 2.25
"361" 1 0.16 82.8320007324219 0.828320007324219 0 0 0
"362" 1 0.99 97.0479965209961 0.970479965209961 1 5 1.25
"363" 1 0.75 89.4309997558594 0.894309997558594 0 5 1.25
"364" 0 0.81 19.2639999389648 0.192639999389648 1 0 0
"365" 0 1.81 53.3629989624023 0.533629989624023 1 9 2.25
"366" 0 1.25 30.128999710083 0.30128999710083 1 0 0
"367" 1 1.12 27.136999130249 0.27136999130249 1 9 2.25
"368" 1 1.03 14.5340003967285 0.145340003967285 1 0 0
"369" 1 0.71 28.7119998931885 0.287119998931885 1 0 0
"370" 1 2.16 20.6399993896484 0.206399993896484 1 0 0
"371" 1 1.7 36.75 0.3675 0 5 1.25
"372" 1 1.84 49.6800003051758 0.496800003051758 0 5 1.25
"373" 0 1.26 102.710998535156 1.02710998535156 1 0 0
"374" 0 2.53 108.615997314453 1.08615997314453 1 0 0
"375" 0 2.95 96.4359970092773 0.964359970092773 0 0 0
"376" 0 0.62 100.861000061035 1.00861000061035 0 0 0
"377" 1 3.01 137.899993896484 1.37899993896484 0 10 2.5
"378" 0 2.56 124.670997619629 1.24670997619629 1 5 1.25
"379" 1 1.97 151.065994262695 1.51065994262695 0 10 2.5
"380" 0 1.2 121.575996398926 1.21575996398926 1 5 1.25
"381" 0 0.89 32.8499984741211 0.328499984741211 0 0 0
"382" 0 0.22 11.246000289917 0.11246000289917 0 0 0
"383" 1 0.08 5.17899990081787 0.0517899990081787 0 0 0
"384" 0 0.52 8.54699993133545 0.0854699993133545 0 10 2.5
"385" 1 2.49 27.9740009307861 0.279740009307861 0 4 1
"386" 1 1.25 29.4580001831055 0.294580001831055 0 0 0
"387" 0 1.13 19.6599998474121 0.196599998474121 1 5 1.25
"388" 0 0.05 5.91099977493286 0.0591099977493286 0 0 0
"389" 0 0.05 19.0739994049072 0.190739994049072 1 5 1.25
"390" 0 0.35 32.1279983520508 0.321279983520508 0 14 3.5
"391" 1 1.13 47.7089996337891 0.477089996337891 0 12 3
"392" 1 0.52 71.5230026245117 0.715230026245117 0 10 2.5
"393" 1 0.88 67.1760025024414 0.671760025024414 1 10 2.5
"394" 0 3.48 69.9670028686523 0.699670028686523 0 5 1.25
"395" 0 0.56 83.5719985961914 0.835719985961914 0 10 2.5
"396" 0 0.42 90.6210021972656 0.906210021972656 1 5 1.25
"397" 1 1.77 71.4250030517578 0.714250030517578 0 0 0
"398" 0 1.35 71.4250030517578 0.714250030517578 0 5 1.25
"399" 1 1.67 71.4250030517578 0.714250030517578 0 0 0
"400" 0 1.92 71.4250030517578 0.714250030517578 0 10 2.5
"401" 0 2.41 190.287994384766 1.90287994384766 0 7 1.75
"402" 0 2.36 186.304992675781 1.86304992675781 0 5 1.25
"403" 1 2.31 170.929000854492 1.70929000854492 0 0 0
"404" 1 2.55 140.820999145508 1.40820999145508 0 10 2.5
"405" 0 2.41 218.300003051758 2.18300003051758 0 0 0
"406" 1 1.46 53.5439987182617 0.535439987182617 0 14 3.5
"407" 1 2 63.6020011901855 0.636020011901855 0 0 0
"408" 1 1.32 67.4929962158203 0.674929962158203 0 5 1.25
"409" 1 1.75 66.7360000610352 0.667360000610352 0 5 1.25
"410" 1 1.84 47.9959983825684 0.479959983825684 0 0 0
"411" 0 1.72 54.4160003662109 0.544160003662109 0 5 1.25
"412" 0 1.77 94.7229995727539 0.947229995727539 0 5 1.25
"413" 1 2.77 70.7740020751953 0.707740020751953 0 7 1.75
